Mod:Item:MetaData, Localized Name
chisel:uraniumblock:5, Block of Uranium
chisel:valentines:0, Valentines Block
chisel:valentines:1, Valentines Block
chisel:valentines:2, Valentines Block
chisel:valentines:3, Valentines Block
chisel:valentines:4, Valentines Block
chisel:valentines:5, Valentines Block
chisel:valentines:6, Valentines Block
chisel:valentines:7, Valentines Block
chisel:valentines:8, Valentines Block
chisel:valentines:9, Valentines Block
chisel:voidstone:0, Voidstone
chisel:voidstone:1, Voidstone
chisel:voidstone:2, Voidstone
chisel:voidstone:3, Voidstone
chisel:voidstone:4, Voidstone
chisel:voidstone:5, Voidstone
chisel:voidstone:6, Voidstone
chisel:voidstone:7, Voidstone
chisel:voidstone2:0, Energised Voidstone
chisel:voidstone2:1, Energised Voidstone
chisel:voidstone2:2, Energised Voidstone
chisel:voidstone2:3, Energised Voidstone
chisel:voidstone2:4, Energised Voidstone
chisel:voidstone2:5, Energised Voidstone
chisel:voidstone2:6, Energised Voidstone
chisel:voidstone2:7, Energised Voidstone
chisel:voidstoneRunic:1, Runic Voidstone
chisel:voidstoneRunic:2, Runic Voidstone
chisel:voidstoneRunic:3, Runic Voidstone
chisel:voidstoneRunic:4, Runic Voidstone
chisel:voidstoneRunic:5, Runic Voidstone
chisel:voidstoneRunic:6, Runic Voidstone
chisel:voidstoneRunic:7, Runic Voidstone
chisel:voidstoneRunic:8, Runic Voidstone
chisel:voidstoneRunic:9, Runic Voidstone
chisel:voidstoneRunic:10, Runic Voidstone
chisel:voidstoneRunic:11, Runic Voidstone
chisel:voidstoneRunic:12, Runic Voidstone
chisel:voidstoneRunic:13, Runic Voidstone
chisel:voidstoneRunic:14, Runic Voidstone
chisel:voidstoneRunic:15, Runic Voidstone
chisel:voidstonePillar:0, Voidstone Pillar
chisel:voidstonePillar2:0, Energised Voidstone Pillar
chisel:warningSign:0, Warning Sign
chisel:warningSign:1, Warning Sign
chisel:warningSign:2, Warning Sign
chisel:warningSign:3, Warning Sign
chisel:warningSign:4, Warning Sign
chisel:warningSign:5, Warning Sign
chisel:warningSign:6, Warning Sign
chisel:warningSign:7, Warning Sign
chisel:warningSign:8, Warning Sign
chisel:warningSign:9, Warning Sign
chisel:warningSign:10, Warning Sign
chisel:warningSign:11, Warning Sign
chisel:warningSign:12, Warning Sign
chisel:warningSign:13, Warning Sign
chisel:warningSign:14, Warning Sign
chisel:waterstone:0, Waterstone
chisel:waterstone:1, Waterstone
chisel:waterstone:2, Waterstone
chisel:waterstone:3, Waterstone
chisel:waterstone:4, Waterstone
chisel:waterstone:5, Waterstone
chisel:waterstone:6, Waterstone
chisel:oak_planks:1, Oak Wood Planks
chisel:oak_planks:2, Oak Wood Planks
chisel:oak_planks:6, Oak Wood Planks
chisel:oak_planks:8, Oak Wood Planks
chisel:oak_planks:9, Oak Wood Planks
chisel:oak_planks:10, Oak Wood Planks
chisel:oak_planks:11, Oak Wood Planks
chisel:oak_planks:13, Oak Wood Planks
chisel:oak_planks:3, Oak Wood Planks
chisel:oak_planks:4, Oak Wood Planks
chisel:oak_planks:5, Oak Wood Planks
chisel:oak_planks:7, Oak Wood Planks
chisel:oak_planks:12, Oak Wood Planks
chisel:oak_planks:14, Oak Wood Planks
chisel:oak_planks:15, Oak Wood Planks
chisel:spruce_planks:1, Spruce Wood Planks
chisel:spruce_planks:2, Spruce Wood Planks
chisel:spruce_planks:6, Spruce Wood Planks
chisel:spruce_planks:8, Spruce Wood Planks
chisel:spruce_planks:9, Spruce Wood Planks
chisel:spruce_planks:10, Spruce Wood Planks
chisel:spruce_planks:11, Spruce Wood Planks
chisel:spruce_planks:13, Spruce Wood Planks
chisel:spruce_planks:3, Spruce Wood Planks
chisel:spruce_planks:4, Spruce Wood Planks
chisel:spruce_planks:5, Spruce Wood Planks
chisel:spruce_planks:7, Spruce Wood Planks
chisel:spruce_planks:12, Spruce Wood Planks
chisel:spruce_planks:14, Spruce Wood Planks
chisel:spruce_planks:15, Spruce Wood Planks
chisel:birch_planks:1, Birch Wood Planks
chisel:birch_planks:2, Birch Wood Planks
chisel:birch_planks:6, Birch Wood Planks
chisel:birch_planks:8, Birch Wood Planks
chisel:birch_planks:9, Birch Wood Planks
chisel:birch_planks:10, Birch Wood Planks
chisel:birch_planks:11, Birch Wood Planks
chisel:birch_planks:13, Birch Wood Planks
chisel:birch_planks:3, Birch Wood Planks
chisel:birch_planks:4, Birch Wood Planks
chisel:birch_planks:5, Birch Wood Planks
chisel:birch_planks:7, Birch Wood Planks
chisel:birch_planks:12, Birch Wood Planks
chisel:birch_planks:14, Birch Wood Planks
chisel:birch_planks:15, Birch Wood Planks
chisel:jungle_planks:1, Jungle Wood Planks
chisel:jungle_planks:2, Jungle Wood Planks
chisel:jungle_planks:6, Jungle Wood Planks
chisel:jungle_planks:8, Jungle Wood Planks
chisel:jungle_planks:9, Jungle Wood Planks
chisel:jungle_planks:10, Jungle Wood Planks
chisel:jungle_planks:11, Jungle Wood Planks
chisel:jungle_planks:13, Jungle Wood Planks
chisel:jungle_planks:3, Jungle Wood Planks
chisel:jungle_planks:4, Jungle Wood Planks
chisel:jungle_planks:5, Jungle Wood Planks
chisel:jungle_planks:7, Jungle Wood Planks
chisel:jungle_planks:12, Jungle Wood Planks
chisel:jungle_planks:14, Jungle Wood Planks
chisel:jungle_planks:15, Jungle Wood Planks
chisel:acacia_planks:1, Acacia Wood Planks
chisel:acacia_planks:2, Acacia Wood Planks
chisel:acacia_planks:6, Acacia Wood Planks
chisel:acacia_planks:8, Acacia Wood Planks
chisel:acacia_planks:9, Acacia Wood Planks
chisel:acacia_planks:10, Acacia Wood Planks
chisel:acacia_planks:11, Acacia Wood Planks
chisel:acacia_planks:13, Acacia Wood Planks
chisel:acacia_planks:3, Acacia Wood Planks
chisel:acacia_planks:4, Acacia Wood Planks
chisel:acacia_planks:5, Acacia Wood Planks
chisel:acacia_planks:7, Acacia Wood Planks
chisel:acacia_planks:12, Acacia Wood Planks
chisel:acacia_planks:14, Acacia Wood Planks
chisel:acacia_planks:15, Acacia Wood Planks
chisel:dark_oak_planks:1, Dark Oak Wood Planks
chisel:dark_oak_planks:2, Dark Oak Wood Planks
chisel:dark_oak_planks:6, Dark Oak Wood Planks
chisel:dark_oak_planks:8, Dark Oak Wood Planks
chisel:dark_oak_planks:9, Dark Oak Wood Planks
chisel:dark_oak_planks:10, Dark Oak Wood Planks
chisel:dark_oak_planks:11, Dark Oak Wood Planks
chisel:dark_oak_planks:13, Dark Oak Wood Planks
chisel:dark_oak_planks:3, Dark Oak Wood Planks
chisel:dark_oak_planks:4, Dark Oak Wood Planks
chisel:dark_oak_planks:5, Dark Oak Wood Planks
chisel:dark_oak_planks:7, Dark Oak Wood Planks
chisel:dark_oak_planks:12, Dark Oak Wood Planks
chisel:dark_oak_planks:14, Dark Oak Wood Planks
chisel:dark_oak_planks:15, Dark Oak Wood Planks
chisel:woolen_clay:0, Woolen Clay
chisel:woolen_clay:1, Woolen Clay
chisel:woolen_clay:2, Woolen Clay
chisel:woolen_clay:3, Woolen Clay
chisel:woolen_clay:4, Woolen Clay
chisel:woolen_clay:5, Woolen Clay
chisel:woolen_clay:6, Woolen Clay
chisel:woolen_clay:7, Woolen Clay
chisel:woolen_clay:8, Woolen Clay
chisel:woolen_clay:9, Woolen Clay
chisel:woolen_clay:10, Woolen Clay
chisel:woolen_clay:11, Woolen Clay
chisel:woolen_clay:12, Woolen Clay
chisel:woolen_clay:13, Woolen Clay
chisel:woolen_clay:14, Woolen Clay
chisel:woolen_clay:15, Woolen Clay
chocolateQuest:CQSpawner, tile.CQSpawner.name
chocolateQuest:exporter,  Exporter Block
chocolateQuest:armorStand,  Armor Stand
chocolateQuest:bannerStand,  Banner Holder
chocolateQuest:table,  Table
chocolateQuest:dungeonBrick:0, Dungeon Brick
chocolateQuest:dungeonBrick:1, Dungeon Brick
chocolateQuest:dungeonBrick:2, Dungeon Brick
chocolateQuest:dungeonBrick:3, Dungeon Brick
chocolateQuest:dungeonBrick:4, Dungeon Brick
chocolateQuest:dungeonBrick:5, Dungeon Brick
chocolateQuest:dungeonBrick:6, Dungeon Brick
chocolateQuest:dungeonBrick:7, Dungeon Brick
chocolateQuest:dungeonBrick:8, Dungeon Brick
chocolateQuest:dungeonBrick:9, Dungeon Brick
chocolateQuest:dungeonBrick:10, Dungeon Brick
chocolateQuest:dungeonBrick:11, Dungeon Brick
chocolateQuest:dungeonBrick:12, Dungeon Brick
chocolateQuest:dungeonBrick:13, Dungeon Brick
chocolateQuest:dungeonBrick:14, Dungeon Brick
chocolateQuest:dungeonBrick:15, Dungeon Brick
chocolateQuest:exporterChest:0, tile.ExporterChest.name
chocolateQuest:exporterChest:1, tile.ExporterChest.name
chocolateQuest:exporterChest:2, tile.ExporterChest.name
chocolateQuest:exporterChest:3, tile.ExporterChest.name
chocolateQuest:exporterChest:4, tile.ExporterChest.name
chocolateQuest:none, tile.none.name
MineFactoryReloaded:conveyor:16, Conveyor Belt
MineFactoryReloaded:conveyor:0, Conveyor Belt (White)
MineFactoryReloaded:conveyor:1, Conveyor Belt (Orange)
MineFactoryReloaded:conveyor:2, Conveyor Belt (Magenta)
MineFactoryReloaded:conveyor:3, Conveyor Belt (Light Blue)
MineFactoryReloaded:conveyor:4, Conveyor Belt (Yellow)
MineFactoryReloaded:conveyor:5, Conveyor Belt (Lime)
MineFactoryReloaded:conveyor:6, Conveyor Belt (Pink)
MineFactoryReloaded:conveyor:7, Conveyor Belt (Gray)
MineFactoryReloaded:conveyor:8, Conveyor Belt (Light Gray)
MineFactoryReloaded:conveyor:9, Conveyor Belt (Cyan)
MineFactoryReloaded:conveyor:10, Conveyor Belt (Purple)
MineFactoryReloaded:conveyor:11, Conveyor Belt (Blue)
MineFactoryReloaded:conveyor:12, Conveyor Belt (Brown)
MineFactoryReloaded:conveyor:13, Conveyor Belt (Green)
MineFactoryReloaded:conveyor:14, Conveyor Belt (Red)
MineFactoryReloaded:conveyor:15, Conveyor Belt (Black)
MineFactoryReloaded:machineblock:0, Factory Machine Block
MineFactoryReloaded:machineblock:1, Programmable RedNet Controller Housing
MineFactoryReloaded:machine.0:0, Planter
MineFactoryReloaded:machine.0:1, Fisher
MineFactoryReloaded:machine.0:2, Harvester
MineFactoryReloaded:machine.0:3, Rancher
MineFactoryReloaded:machine.0:4, Fertilizer
MineFactoryReloaded:machine.0:5, Veterinary Station
MineFactoryReloaded:machine.0:6, Item Collector
MineFactoryReloaded:machine.0:7, Block Breaker
MineFactoryReloaded:machine.0:8, Weather Collector
MineFactoryReloaded:machine.0:9, Sludge Boiler
MineFactoryReloaded:machine.0:10, Sewer
MineFactoryReloaded:machine.0:11, Composter
MineFactoryReloaded:machine.0:12, Breeder
MineFactoryReloaded:machine.0:13, Grinder
MineFactoryReloaded:machine.0:14, Auto-Enchanter
MineFactoryReloaded:machine.0:15, Chronotyper
MineFactoryReloaded:machine.1:0, Ejector
MineFactoryReloaded:machine.1:1, Item Router
MineFactoryReloaded:machine.1:2, Liquid Router
MineFactoryReloaded:machine.1:3, Deep Storage Unit
MineFactoryReloaded:machine.1:4, LiquiCrafter
MineFactoryReloaded:machine.1:5, Lava Fabricator
MineFactoryReloaded:machine.1:6, Steam Boiler
MineFactoryReloaded:machine.1:7, Auto-Jukebox
MineFactoryReloaded:machine.1:8, Unifier
MineFactoryReloaded:machine.1:9, Auto-Spawner
MineFactoryReloaded:machine.1:10, BioReactor
MineFactoryReloaded:machine.1:11, BioFuel Generator
MineFactoryReloaded:machine.1:12, Auto-Disenchanter
MineFactoryReloaded:machine.1:13, Slaughterhouse
MineFactoryReloaded:machine.1:14, Meat Packer
MineFactoryReloaded:machine.1:15, Enchantment Router
MineFactoryReloaded:machine.2:0, Laser Drill
MineFactoryReloaded:machine.2:1, Laser Drill Precharger
MineFactoryReloaded:machine.2:2, Auto-Anvil
MineFactoryReloaded:machine.2:3, Block Smasher
MineFactoryReloaded:machine.2:4, RedNote Block
MineFactoryReloaded:machine.2:5, Auto-Brewer
MineFactoryReloaded:machine.2:6, Fruit Picker
MineFactoryReloaded:machine.2:7, Block Placer
MineFactoryReloaded:machine.2:8, Mob Counter
MineFactoryReloaded:machine.2:9, Steam Turbine
MineFactoryReloaded:machine.2:10, Chunk Loader
MineFactoryReloaded:machine.2:11, Fountain
MineFactoryReloaded:machine.2:12, Mob Router
MineFactoryReloaded:tank, Plastic Tank
MineFactoryReloaded:cable.plastic, Plastic Pipe
MineFactoryReloaded:cable.redstone:0, RedNet Cable
MineFactoryReloaded:cable.redstone:1, RedNet Cable
MineFactoryReloaded:cable.redstone:2, RedNet Energy Cable
MineFactoryReloaded:cable.redstone:3, RedNet Energy Cable
MineFactoryReloaded:rednet.logic, Programmable RedNet Controller
MineFactoryReloaded:rednet.panel:0, RedNet Historian
MineFactoryReloaded:rail.cargo.pickup, Cargo Pickup Rail
MineFactoryReloaded:rail.cargo.dropoff, Cargo Dropoff Rail
MineFactoryReloaded:rail.passenger.pickup, Passenger Pickup Rail
MineFactoryReloaded:rail.passenger.dropoff, Passenger Dropoff Rail
MineFactoryReloaded:rubberwood.sapling:0, Rubber Sapling
MineFactoryReloaded:rubberwood.sapling:1, Sacred Rubber Sapling
MineFactoryReloaded:rubberwood.sapling:2, Mega Rubber Sapling
MineFactoryReloaded:rubberwood.sapling:3, Sacred Rubber Sapling
MineFactoryReloaded:rubberwood.log, Rubber Wood
MineFactoryReloaded:rubberwood.leaves:0, Rubber Leaves
MineFactoryReloaded:rubberwood.leaves:1, Dry Rubber Leaves
MineFactoryReloaded:stainedglass.block:0, Stained Glass (White)
MineFactoryReloaded:stainedglass.block:1, Stained Glass (Orange)
MineFactoryReloaded:stainedglass.block:2, Stained Glass (Magenta)
MineFactoryReloaded:stainedglass.block:3, Stained Glass (Light Blue)
MineFactoryReloaded:stainedglass.block:4, Stained Glass (Yellow)
MineFactoryReloaded:stainedglass.block:5, Stained Glass (Lime)
MineFactoryReloaded:stainedglass.block:6, Stained Glass (Pink)
MineFactoryReloaded:stainedglass.block:7, Stained Glass (Gray)
MineFactoryReloaded:stainedglass.block:8, Stained Glass (Light Gray)
MineFactoryReloaded:stainedglass.block:9, Stained Glass (Cyan)
MineFactoryReloaded:stainedglass.block:10, Stained Glass (Purple)
MineFactoryReloaded:stainedglass.block:11, Stained Glass (Blue)
MineFactoryReloaded:stainedglass.block:12, Stained Glass (Brown)
MineFactoryReloaded:stainedglass.block:13, Stained Glass (Green)
MineFactoryReloaded:stainedglass.block:14, Stained Glass (Red)
MineFactoryReloaded:stainedglass.block:15, Stained Glass (Black)
MineFactoryReloaded:stainedglass.pane:0, Stained Glass Pane (White)
MineFactoryReloaded:stainedglass.pane:1, Stained Glass Pane (Orange)
MineFactoryReloaded:stainedglass.pane:2, Stained Glass Pane (Magenta)
MineFactoryReloaded:stainedglass.pane:3, Stained Glass Pane (Light Blue)
MineFactoryReloaded:stainedglass.pane:4, Stained Glass Pane (Yellow)
MineFactoryReloaded:stainedglass.pane:5, Stained Glass Pane (Lime)
MineFactoryReloaded:stainedglass.pane:6, Stained Glass Pane (Pink)
MineFactoryReloaded:stainedglass.pane:7, Stained Glass Pane (Gray)
MineFactoryReloaded:stainedglass.pane:8, Stained Glass Pane (Light Gray)
MineFactoryReloaded:stainedglass.pane:9, Stained Glass Pane (Cyan)
MineFactoryReloaded:stainedglass.pane:10, Stained Glass Pane (Purple)
MineFactoryReloaded:stainedglass.pane:11, Stained Glass Pane (Blue)
MineFactoryReloaded:stainedglass.pane:12, Stained Glass Pane (Brown)
MineFactoryReloaded:stainedglass.pane:13, Stained Glass Pane (Green)
MineFactoryReloaded:stainedglass.pane:14, Stained Glass Pane (Red)
MineFactoryReloaded:stainedglass.pane:15, Stained Glass Pane (Black)
MineFactoryReloaded:road:0, Road
MineFactoryReloaded:road:1, Road Light
MineFactoryReloaded:road:4, Road Light (Inverted)
MineFactoryReloaded:plastic, Block of Plastic
MineFactoryReloaded:brick:0, Ice Bricks
MineFactoryReloaded:brick:1, Glowstone Bricks
MineFactoryReloaded:brick:2, Lapis Bricks
MineFactoryReloaded:brick:3, Obsidian Bricks
MineFactoryReloaded:brick:4, Paved Stone Bricks
MineFactoryReloaded:brick:5, Snow Bricks
MineFactoryReloaded:brick:6, Large Ice Bricks
MineFactoryReloaded:brick:7, Large Glowstone Bricks
MineFactoryReloaded:brick:8, Large Lapis Bricks
MineFactoryReloaded:brick:9, Large Obsidian Bricks
MineFactoryReloaded:brick:10, Large Paved Stone Bricks
MineFactoryReloaded:brick:11, Large Snow Bricks
MineFactoryReloaded:brick:12, Raw Meat Block
MineFactoryReloaded:brick:13, Cooked Meat Block
MineFactoryReloaded:brick:14, Large Bricks
MineFactoryReloaded:brick:15, Sugar Charcoal Block
MineFactoryReloaded:stone:0, Smooth Blackstone
MineFactoryReloaded:stone:1, Smooth Whitestone
MineFactoryReloaded:stone:2, Cobble Blackstone
MineFactoryReloaded:stone:3, Cobble Whitestone
MineFactoryReloaded:stone:4, Large Blackstone Bricks
MineFactoryReloaded:stone:5, Large Whitestone Bricks
MineFactoryReloaded:stone:6, Small Blackstone Bricks
MineFactoryReloaded:stone:7, Small Whitestone Bricks
MineFactoryReloaded:stone:8, Blackstone Gravel
MineFactoryReloaded:stone:9, Whitestone Gravel
MineFactoryReloaded:stone:10, Paved Blackstone
MineFactoryReloaded:stone:11, Paved Whitestone
MineFactoryReloaded:pinkslime.block, Pink Slime Block
MineFactoryReloaded:vinescaffold, Vine Scaffolding
MineFactoryReloaded:farmland, Fertile Soil
MineFactoryReloaded:detcord, DetCord
MineFactoryReloaded:milk.still, Milk
MineFactoryReloaded:sludge.still, Sludge
MineFactoryReloaded:sewage.still, Sewage
MineFactoryReloaded:mobessence.still, Essence
MineFactoryReloaded:biofuel.still, BioFuel
MineFactoryReloaded:meat.still, Meat
MineFactoryReloaded:pinkslime.still, Pink Slime
MineFactoryReloaded:chocolatemilk.still, Chocolate Milk
MineFactoryReloaded:mushroomsoup.still, Mushroom Soup
MineFactoryReloaded:steam.still, Steam
EnderIO:blockStirlingGenerator, Stirling Generator
EnderIO:blockCombustionGenerator, Combustion Generator
EnderIO:blockZombieGenerator, Zombie Generator
EnderIO:blockSolarPanel:0, Photovoltaic Cell
EnderIO:blockSolarPanel:1, Advanced Photovoltaic Cell
EnderIO:blockSagMill, SAG Mill
EnderIO:blockAlloySmelter, Alloy Smelter
EnderIO:blockCapBank:0, Creative Capacitor Bank
EnderIO:blockCapBank:1, Basic Capacitor Bank
EnderIO:blockCapBank:1, Basic Capacitor Bank
EnderIO:blockCapBank:2, Capacitor Bank
EnderIO:blockCapBank:2, Capacitor Bank
EnderIO:blockCapBank:3, Vibrant Capacitor Bank
EnderIO:blockCapBank:3, Vibrant Capacitor Bank
EnderIO:blockPainter, Painting Machine
EnderIO:blockPaintedFence:0, Painted Fence
EnderIO:blockPaintedFenceGate:0, Painted Gate
EnderIO:blockPaintedWall:0, Painted Wall
EnderIO:blockPaintedStair:0, Painted Stairs
EnderIO:blockPaintedSlab:0, Painted Slab
EnderIO:blockPaintedDoubleSlab:0, Painted Slab
EnderIO:blockCrafter, Crafter
EnderIO:blockPaintedGlowstone:0, Painted Glowstone
EnderIO:blockPaintedCarpet:0, Painted Carpet
EnderIO:blockVat, The Vat
EnderIO:blockPowerMonitor, Power Monitor
EnderIO:blockFarmStation, Farming Station
EnderIO:blockWirelessCharger, Wireless Charger
EnderIO:blockHyperCube, Dimensional Transceiver (Deprecated)
EnderIO:blockTank:0, Fluid Tank
EnderIO:blockTank:1, Pressurized Fluid Tank
EnderIO:blockReservoir, Reservoir
EnderIO:blockVacuumChest, Vacuum Chest
EnderIO:blockTransceiver, Dimensional Transceiver
EnderIO:blockBuffer:0, Item Buffer
EnderIO:blockBuffer:1, Power Buffer
EnderIO:blockBuffer:2, Omni Buffer
EnderIO:blockBuffer:3, Creative Buffer
EnderIO:blockInventoryPanel, Inventory Panel
EnderIO:blockEnderIo, Ender IO
EnderIO:blockTravelAnchor, Travel Anchor
EnderIO:blockTelePad, Telepad Block
EnderIO:blockSliceAndSplice, Slice'N'Splice
EnderIO:blockSoulBinder, Soul Binder
EnderIO:blockPoweredSpawner, Powered Spawner
EnderIO:blockKillerJoe, Killer Joe
EnderIO:blockAttractor, Attractor Obelisk
EnderIO:blockSpawnGuard, Aversion Obelisk
EnderIO:blockExperienceObelisk, Experience Obelisk
EnderIO:blockWeatherObelisk, Weather Obelisk
EnderIO:blockInhibitorObelisk, tile.blockInhibitorObelisk.name
EnderIO:blockEnchanter, Enchanter
EnderIO:blockDarkSteelPressurePlate:0, Dark Pressure Plate
EnderIO:blockDarkSteelPressurePlate:1, Dark Pressure Plate
EnderIO:blockDarkSteelAnvil:0, Dark Steel Anvil
EnderIO:blockDarkSteelAnvil:1, Slightly Damaged Dark Steel Anvil
EnderIO:blockDarkSteelAnvil:2, Very Damaged Dark Steel Anvil
EnderIO:blockDarkSteelLadder, Dark Steel Ladder
EnderIO:blockElectricLight:0, Powered Light
EnderIO:blockElectricLight:1, Powered Light (Inverted)
EnderIO:blockElectricLight:2, Light
EnderIO:blockElectricLight:3, Light (Inverted)
